city,listing_id,listing_date,property_subtype,sqft,locality,configtype,platform,Selling_Price,txn_type,property_type,listing_by,Building_Name
Mumbai,4523243,05/13/2016,Apartments / Flats,824,Asangaon East,2 BHK,Sulekha,2225000.0,Sale,Residential,Laxis Infrastructure Pvt Ltd,
Mumbai,4604357,06/10/2016,Apartments / Flats,740,Bhiwandi,3 BHK,Sulekha,2224000.0,Sale,Residential,Shree Mahavir Patwa,
Mumbai,3377686,05/10/2016,Apartments / Flats,620,Virar West,1 BHK,Sulekha,2201000.0,Sale,Residential,Shree Shakun Realty Pvt Ltd,
Mumbai,4614181,06/13/2016,Apartments / Flats,695,Badlapur West,1 BHK,Sulekha,2224000.0,Sale,Residential,Khatri Constructions,
Mumbai,4615208,06/14/2016,Apartments / Flats,684,Kasara,1 BHK,Sulekha,5577000.0,Sale,Residential,Crystal Construction,
Mumbai,4635082,06/19/2016,Apartments / Flats,900,Boisar East,2 BHK,Sulekha,2250000.0,Sale,Residential,Swastik Group,
Mumbai,3589753,05/10/2016,Apartments / Flats,1175,Badlapur West,2 BHK,Sulekha,5552000.0,Sale,Residential,Tulsi Estates,
Mumbai,3809461,05/10/2016,Apartments / Flats,1100,Goregaon East,2 BHK,Sulekha,2200000.0,Sale,Residential,K Patel Realty,
Mumbai,4614430,06/14/2016,Apartments / Flats,670,Badlapur East,1 BHK,Sulekha,2177000.0,Sale,Residential,Kartik Developers,
Mumbai,4565091,05/28/2016,Apartments / Flats,400,Kalyan,1 BHK,Sulekha,2200000.0,Sale,Residential,Vastu Developers,
Mumbai,4671224,06/30/2016,Apartments / Flats,400,Dombivali East,1 RK,Sulekha,2200000.0,Sale,Residential,Mera Makaan,
Mumbai,4515873,05/11/2016,Apartments / Flats,880,Karjat,2 BHK,Sulekha,2200000.0,Sale,Residential,Ashiana Group,
Mumbai,4028806,05/10/2016,Apartments / Flats,610,Naigaon East,1 BHK,Sulekha,2196000.0,Sale,Residential,Shree Parasnath Builders,
Mumbai,4550252,05/24/2016,Apartments / Flats,664,Palghar West,1 BHK,Sulekha,2191000.0,Sale,Residential,IPSIT Projects,
Mumbai,4240823,05/10/2016,Apartments / Flats,846,Karjat,2 BHK,Sulekha,2195000.0,Sale,Residential,Tater World,
Mumbai,4611161,06/13/2016,Apartments / Flats,695,Badlapur East,1 BHK,Sulekha,2190000.0,Sale,Residential,Shubh Developers,
Mumbai,4524284,05/13/2016,Apartments / Flats,755,Vasind,2 BHK,Sulekha,2190000.0,Sale,Residential,Shahapur Infrastructure Development Co. Private Limited,
Mumbai,3814542,05/10/2016,Apartments / Flats,810,Karjat,2 BHK,Sulekha,2187000.0,Sale,Residential,Ashiana Group,
Mumbai,3989011,05/19/2016,Apartments / Flats,547,Raigad,1 BHK,Sulekha,2188000.0,Sale,Residential,Acons Realtors,
Mumbai,2696621,05/10/2016,Apartments / Flats,583,Khopoli,1 BHK,Sulekha,1923999.9999999998,Sale,Residential,Bonzer Infra Pvt Ltd,
Mumbai,3975522,05/10/2016,Apartments / Flats,475,Nalasopara West,1 BHK,Sulekha,1923999.9999999998,Sale,Residential,Poonam Developers,
Mumbai,4162289,05/10/2016,Apartments / Flats,685,Ambernath West,1 BHK,Sulekha,2189000.0,Sale,Residential,Mohan Group,
Mumbai,3948160,05/10/2016,Apartments / Flats,687,Karjat,1 BHK,Sulekha,1923000.0,Sale,Residential,Shreeji Vrund Realty Pvt. Ltd,
Mumbai,4290704,05/02/2016,Apartments / Flats,640,Raigad,1 BHK,Sulekha,1920000.0,Sale,Residential,Sunny,
Mumbai,3736848,05/10/2016,Apartments / Flats,687,Ambernath East,1 BHK,Sulekha,1923999.9999999998,Sale,Residential,Patel RPL Realty,
Mumbai,4015284,05/10/2016,Apartments / Flats,1796,Malad West,3 BHK,Sulekha,26500000.0,Sale,Residential,Shreenathji Group,
Mumbai,4258309,05/10/2016,Apartments / Flats,1720,Chembur East,3 BHK,Sulekha,27500000.0,Sale,Residential,Safal Group,
Mumbai,4348314,05/26/2016,Apartments / Flats,1610,Deonar,3 BHK,Sulekha,27500000.0,Sale,Residential,Raheja Homes,
Mumbai,4314909,05/19/2016,Apartments / Flats,1373,Parel East,2 BHK,Sulekha,27500000.0,Sale,Residential,Lodha Group,
Mumbai,4049045,05/10/2016,Villas,1943,Goregaon East,2 BHK,Sulekha,27200000.000000004,Sale,Residential,Royal,
Mumbai,4058477,05/02/2016,Apartments / Flats,995,Chembur East,2 BHK,Sulekha,27300000.0,Sale,Residential,Godrej Properties Ltd,
Mumbai,4524020,05/13/2016,Apartments / Flats,1705,Andheri East,3 BHK,Sulekha,27100000.0,Sale,Residential,VKG Group,
Mumbai,3653523,05/10/2016,Apartments / Flats,950,Bhayander West,2 BHK,Sulekha,6175000.0,Sale,Residential,Salangpur Nirman Builders,
Mumbai,4620765,06/15/2016,Apartments / Flats,1175,Kanjurmarg West,2 BHK,Sulekha,27100000.0,Sale,Residential,Gundecha Group,
Mumbai,4615128,06/14/2016,Row House,1570,Malad East,2 BHK,Sulekha,6280000.0,Sale,Residential,Yash Group,
Mumbai,4619601,06/15/2016,Apartments / Flats,950,Mira Road,2 BHK,Sulekha,6270000.0,Sale,Residential,Raj Realty,
Mumbai,4611665,06/13/2016,Apartments / Flats,362,Malad West,1 BHK,Sulekha,6262000.0,Sale,Residential,Mauli Sai Developers Pvt Ltd,
Mumbai,3555666,05/10/2016,Apartments / Flats,870,Mira Road,2 BHK,Sulekha,6264000.0,Sale,Residential,Hubtown,
Mumbai,4636235,06/20/2016,Apartments / Flats,920,Dadar East,2 BHK,Sulekha,6256000.0,Sale,Residential,Sadguru Brothers Developers Pvt Ltd,
Mumbai,4565092,05/28/2016,Apartments / Flats,425,Kalyan,1 BHK,Sulekha,2338000.0,Sale,Residential,Vastu Developers,
Mumbai,4564963,05/28/2016,Commercial: Showrooms/Shops,425,Neral,,Sulekha,2338000.0,Sale,Commercial,Bramha Realty,Bramha Apartment
Mumbai,3982213,05/10/2016,Apartments / Flats,657,Dahisar East,1 BHK,Sulekha,6242000.0,Sale,Residential,Rohan Gruh Nirman Builders,
Mumbai,3479964,05/10/2016,Apartments / Flats,855,Mira Road,2 BHK,Sulekha,6284000.0,Sale,Residential,Arkade group,
Mumbai,4603143,06/10/2016,Apartments / Flats,790,Neral,2 BHK,Sulekha,2370000.0,Sale,Residential,Sunil Construction Co,
Mumbai,4208442,05/10/2016,Apartments / Flats,740,Badlapur East,1 BHK,Sulekha,2368000.0,Sale,Residential,Shree Mahalaxmi Associates,
Mumbai,3988829,05/19/2016,Apartments / Flats,607,Raigad,1 BHK,Sulekha,2367000.0,Sale,Residential,Acons Realtors,
Mumbai,4671226,06/30/2016,Apartments / Flats,430,Dombivali East,1 RK,Sulekha,2365000.0,Sale,Residential,Mera Makaan,
Mumbai,4621858,06/15/2016,Apartments / Flats,430,Ratnagiri,1 BHK,Sulekha,2365000.0,Sale,Residential,Paranjape Schemes Construction Limited,
Mumbai,3950284,05/10/2016,Apartments / Flats,775,Kalyan,2 BHK,Sulekha,2364000.0,Sale,Residential,Shree Vasturachana Developers,
Mumbai,4603099,06/10/2016,Apartments / Flats,675,Palghar West,2 BHK,Sulekha,2363000.0,Sale,Residential,Viva Group,
Mumbai,4214461,05/10/2016,Apartments / Flats,695,Saphale,2 BHK,Sulekha,2363000.0,Sale,Residential,Kamdhenu Buildcon Private Limited,
Mumbai,4671052,06/30/2016,Apartments / Flats,665,Dombivali East,2 BHK,Sulekha,2361000.0,Sale,Residential,Mera Makaan,
Mumbai,4620461,06/15/2016,Apartments / Flats,630,Thane,1 BHK,Sulekha,2362000.0,Sale,Residential,Lalani Group,
Mumbai,4672585,06/30/2016,Apartments / Flats,524,Palghar West,1 BHK,Sulekha,2358000.0,Sale,Residential,Rijvita Developers,
Mumbai,4675303,07/01/2016,Apartments / Flats,670,Matheran,1 BHK,Sulekha,2345000.0,Sale,Residential,Vijayanand Developers,
Mumbai,4147153,05/10/2016,Apartments / Flats,710,Badlapur East,1 BHK,Sulekha,2343000.0,Sale,Residential,Mohan Group,
Mumbai,3744208,05/10/2016,Apartments / Flats,755,Vasind,2 BHK,Sulekha,2341000.0,Sale,Residential,Kedar Developers,
Mumbai,4603443,06/10/2016,Apartments / Flats,780,Bhiwandi,2 BHK,Sulekha,2340000.0,Sale,Residential,Tirupati Balaji Group,
Mumbai,2827649,05/10/2016,Apartments / Flats,835,Ambernath East,2 BHK,Sulekha,2339000.0,Sale,Residential,Kohinoor Constructions,
Mumbai,4647377,06/23/2016,Apartments / Flats,670,Bhiwandi,1 BHK,Sulekha,2345000.0,Sale,Residential,The Wadhwa Group,
Mumbai,2924692,05/10/2016,Apartments / Flats,840,Badlapur West,2 BHK,Sulekha,2351000.0,Sale,Residential,Motiram Dalal Group,
Mumbai,4531074,05/17/2016,Apartments / Flats,560,Nalasopara East,1 BHK,Sulekha,2352000.0,Sale,Residential,S R Builders and Developers,
Mumbai,4603589,06/10/2016,Apartments / Flats,570,Nalasopara West,1 BHK,Sulekha,2360000.0,Sale,Residential,Parshvanath Developers,
Mumbai,4611045,06/13/2016,Apartments / Flats,635,Bhiwandi,2 BHK,Sulekha,2350000.0,Sale,Residential,TBP Groups,
Mumbai,4594443,06/07/2016,Apartments / Flats,545,Nalasopara East,1 BHK,Sulekha,2339000.0,Sale,Residential,Trimurti Builders and Developers,
Mumbai,4349232,05/26/2016,Apartments / Flats,960,Mira Road,2 BHK,Sulekha,6240000.0,Sale,Residential,Prithvi Group,
Mumbai,4621329,06/15/2016,Apartments / Flats,1530,Kalyan West,3 BHK,Sulekha,10400000.0,Sale,Residential,Tata Housing Development Company Ltd,
Mumbai,4516309,05/11/2016,Apartments / Flats,990,Malad East,2 BHK,Sulekha,10400000.0,Sale,Residential,Shiv Shakti Developers,
Mumbai,4570994,05/30/2016,Apartments / Flats,930,Mira Road,2 BHK,Sulekha,6231000.0,Sale,Residential,Buddha Enterprises,
Mumbai,3499318,05/10/2016,Apartments / Flats,670,Goregaon West,2 BHK,Sulekha,10400000.0,Sale,Residential,The Wadhwa Group,
Mumbai,4622462,06/15/2016,Apartments / Flats,1370,Bhayander West,3 BHK,Sulekha,10400000.0,Sale,Residential,DAICHI INFRA LLP,
Mumbai,4619938,06/15/2016,Apartments / Flats,600,Mulund West,1 BHK,Sulekha,10400000.0,Sale,Residential,Runwal Group,
Mumbai,4611290,06/13/2016,Apartments / Flats,435,Goregaon West,1 BHK,Sulekha,10400000.0,Sale,Residential,Navkar Lifespaces Private Limited,
Mumbai,4303102,05/09/2016,Apartments / Flats,1195,Mira Road,2 BHK,Sulekha,10300000.0,Sale,Residential,Delta Realty,
Mumbai,4675147,07/01/2016,Apartments / Flats,752,Chembur West,1 BHK,Sulekha,10300000.0,Sale,Residential,Ruparel Realty,
Mumbai,4614222,06/13/2016,Apartments / Flats,828,Bhandup West,2 BHK,Sulekha,10400000.0,Sale,Residential,Moongipa Development,
Mumbai,4612322,06/13/2016,Apartments / Flats,725,Tardeo,1 BHK,Sulekha,10300000.0,Sale,Residential,Atul Projects India Ltd,
Mumbai,3887531,05/10/2016,Apartments / Flats,1195,Mira Road,2 BHK,Sulekha,10300000.0,Sale,Residential,Delta Realty,
Mumbai,4553814,05/25/2016,Apartments / Flats,688,Santacruz East,2 BHK,Sulekha,10300000.0,Sale,Residential,Mudassar Builders and Developers,
Mumbai,4312829,05/11/2016,Apartments / Flats,430,Girgaum,1 BHK,Sulekha,10300000.0,Sale,Residential,Atlas Infratech Pvt Ltd,
Mumbai,4287289,05/02/2016,Apartments / Flats,725,Andheri East,1 BHK,Sulekha,10300000.0,Sale,Residential,Atul Projects India Ltd,
Mumbai,4509649,05/10/2016,Apartments / Flats,947,Goregaon East,2 BHK,Sulekha,10300000.0,Sale,Residential,Aaditya Realtors,
Mumbai,4281720,05/02/2016,Apartments / Flats,790,Chembur East,1 BHK,Sulekha,10300000.0,Sale,Residential,Red Brick Group,
Mumbai,2873881,05/10/2016,Apartments / Flats,935,Borivali East,2 BHK,Sulekha,10300000.0,Sale,Residential,Dimple Realtors Pvt Ltd,
Mumbai,3995650,05/10/2016,Apartments / Flats,1020,Malad West,2 BHK,Sulekha,10300000.0,Sale,Residential,Gurukrupa Group,
Mumbai,3995649,05/10/2016,Apartments / Flats,1015,Malad West,2 BHK,Sulekha,10300000.0,Sale,Residential,Gurukrupa Group,
Mumbai,4614366,06/14/2016,Apartments / Flats,935,Bhandup West,2 BHK,Sulekha,10300000.0,Sale,Residential,Rushi Construction,
Mumbai,4573380,05/31/2016,Apartments / Flats,868,Kandivali West,3 BHK,Sulekha,10200000.0,Sale,Residential,Mahaveer Construction,
Mumbai,4294248,05/06/2016,Apartments / Flats,660,Andheri West,1 BHK,Sulekha,10200000.0,Sale,Residential,Shree Sai Group Of Companies,
Mumbai,4639240,06/21/2016,Apartments / Flats,640,Goregaon East,2 BHK,Sulekha,10200000.0,Sale,Residential,Hetali Enterprises,
Mumbai,4541189,05/20/2016,Apartments / Flats,1419,Mira Road,3 BHK,Sulekha,10200000.0,Sale,Residential,J. K. Developers,
Mumbai,4614808,06/14/2016,Apartments / Flats,456,Ghatkoparwest,1 BHK,Sulekha,10200000.0,Sale,Residential,Integrated Spaces Limited,
Mumbai,4007558,05/10/2016,Apartments / Flats,1255,Virar West,2 BHK,Sulekha,6212000.0,Sale,Residential,Blue Baron Realtors,
Mumbai,4312552,05/11/2016,Apartments / Flats,621,Thane,2 BHK,Sulekha,6210000.0,Sale,Residential,Ashar Group,
Mumbai,4169635,05/10/2016,Apartments / Flats,956,Mira Road,2 BHK,Sulekha,6214000.0,Sale,Residential,S.M. Infrastructures,
Mumbai,4610946,06/13/2016,Apartments / Flats,1060,Khar West,2 BHK,Sulekha,6201000.0,Sale,Residential,Sanghvi Land Developers Pvt Ltd,
Mumbai,4312016,05/11/2016,Apartments / Flats,1120,Kalyan West,2 BHK,Sulekha,6209000.0,Sale,Residential,Sai Krupa Builders,
Mumbai,3947525,05/10/2016,Apartments / Flats,620,Goregaon East,1 BHK,Sulekha,6200000.0,Sale,Residential,Acme Group,
Mumbai,4619710,06/15/2016,Apartments / Flats,849,Ghodbunder Road,2 BHK,Sulekha,6198000.0,Sale,Residential,Puranik Builders,
Mumbai,4105663,05/10/2016,Apartments / Flats,885,Badlapur West,1 BHK,Sulekha,6200000.0,Sale,Residential,DBR Constructions Pvt Ltd,
Mumbai,3446330,05/10/2016,Apartments / Flats,1125,Navi Mumbai,2 BHK,Sulekha,6188000.0,Sale,Residential,Vision Associates Builders & Developers,
Mumbai,3847592,05/10/2016,Apartments / Flats,651,Bhandup West,1 BHK,Sulekha,6185000.0,Sale,Residential,Shraddha Landmark,
Mumbai,4670331,06/30/2016,Apartments / Flats,515,Dharavi,2 BHK,Sulekha,6180000.0,Sale,Residential,Trans India,
Mumbai,4619500,06/15/2016,Apartments / Flats,1197,Dombivali East,3 BHK,Sulekha,6175000.0,Sale,Residential,Lodha Group,
Mumbai,3887536,05/10/2016,Apartments / Flats,1315,Mira Road,3 BHK,Sulekha,11399999.999999998,Sale,Residential,Delta Realty,
Mumbai,4619511,06/15/2016,Apartments / Flats,1197,Dombivali East,3 BHK,Sulekha,6175000.0,Sale,Residential,Lodha Group,
Mumbai,3495695,05/10/2016,Apartments / Flats,1033,Goregaon East,2 BHK,Sulekha,11399999.999999998,Sale,Residential,GSA Constructions,
Mumbai,4603741,06/10/2016,Apartments / Flats,927,Sahar,2 BHK,Sulekha,11399999.999999998,Sale,Residential,Raj Corporation,
Mumbai,4537187,05/19/2016,Apartments / Flats,1535,Thane,3 BHK,Sulekha,11399999.999999998,Sale,Residential,Runwal Group,
Mumbai,4265667,05/10/2016,Apartments / Flats,987,Andheri East,2 BHK,Sulekha,11399999.999999998,Sale,Residential,Aventa,
Mumbai,4600976,06/09/2016,Apartments / Flats,906,Wadala West,2 BHK,Sulekha,11299999.999999998,Sale,Residential,Lotus Group Of Companies,
Mumbai,3448493,05/10/2016,Apartments / Flats,1415,Navi Mumbai,3 BHK,Sulekha,11299999.999999998,Sale,Residential,Reza Developers,
Mumbai,3535532,05/10/2016,Apartments / Flats,607,Andheri West,2 BHK,Sulekha,11299999.999999998,Sale,Residential,Pioneer Infrastuctures Co Pvt Ltd,
Mumbai,4282365,05/02/2016,Apartments / Flats,628,Santacruz East,2 BHK,Sulekha,11299999.999999998,Sale,Residential,Romell Group Of Companies,
Mumbai,4611119,06/13/2016,Apartments / Flats,942,Chembur East,2 BHK,Sulekha,11299999.999999998,Sale,Residential,Hilton Developers Pvt Ltd,
Mumbai,4514795,05/11/2016,Apartments / Flats,720,Vikhroli East,1 BHK,Sulekha,8280000.0,Sale,Residential,Vaibhavlaxmi Builders and Developers,
Mumbai,4549899,05/24/2016,Villas,2260,Virar East,2 BHK,Sulekha,11299999.999999998,Sale,Residential,IPSIT Projects,
Mumbai,2913207,05/10/2016,Apartments / Flats,1390,Virar East,2 BHK,Sulekha,8272000.0,Sale,Residential,M Baria Developers,
Mumbai,3979328,05/10/2016,Apartments / Flats,990,Kanjurmarg East,2 BHK,Sulekha,8267000.0,Sale,Residential,Jaycee Homes,
Mumbai,3962082,05/10/2016,Commercial: Showrooms/Shops,450,Chembur East,,Sulekha,11200000.000000002,Sale,Commercial,Shree Krishna Group,The Central
Mumbai,4675107,07/01/2016,Apartments / Flats,662,Chembur East,1 BHK,Sulekha,8275000.0,Sale,Residential,Crystal Group,
Mumbai,4055212,05/10/2016,Commercial: Office Space,690,Andheri West,,Sulekha,11000000.0,Sale,Commercial,D Kapoor Land Developers,Makskap Centre
Mumbai,4285844,05/02/2016,Apartments / Flats,930,Kurla East,2 BHK,Sulekha,11200000.000000002,Sale,Residential,S D Bhalerao Constructions Pvt Ltd,
Mumbai,4604699,06/10/2016,Apartments / Flats,553,Bhandup West,1 BHK,Sulekha,8262000.0,Sale,Residential,Neumec Group,
Mumbai,4556393,05/25/2016,Apartments / Flats,915,Borivali East,2 BHK,Sulekha,11200000.000000002,Sale,Residential,Kunal Builders,
Mumbai,3741739,05/10/2016,Apartments / Flats,1050,Jogeshwari West,2 BHK,Sulekha,39000000.0,Sale,Residential,Mayfair Housing Pvt Ltd,
Mumbai,4614909,06/14/2016,Apartments / Flats,2181,Wadala West,3 BHK,Sulekha,39300000.0,Sale,Residential,Spark Developers,
Mumbai,4564307,05/28/2016,Apartments / Flats,1450,Charni Road East,2 BHK,Sulekha,39200000.0,Sale,Residential,Neo Infra Con Ltd,
Mumbai,3962084,05/10/2016,Commercial: Showrooms/Shops,433,Chembur East,,Sulekha,10700000.0,Sale,Commercial,Shree Krishna Group,The Central
Mumbai,4612648,06/13/2016,Apartments / Flats,1700,Dadar West,3 BHK,Sulekha,39000000.0,Sale,Residential,Options Developers & Builders,
Mumbai,2827114,05/10/2016,Apartments / Flats,1150,Kalyan East,3 BHK,Sulekha,10900000.0,Sale,Residential,Konark Nirman Pvt. Ltd,
Mumbai,4322001,05/19/2016,Commercial: Showrooms/Shops,420,Ambernath East,,Sulekha,2814000.0,Sale,Commercial,JP Corp Developers (India) Pvt Ltd,JP Symphony
Mumbai,4615637,06/14/2016,Apartments / Flats,900,Vile Parle West,2 BHK,Sulekha,38700000.0,Sale,Residential,Khandelwal Group,
Mumbai,4614853,06/14/2016,Apartments / Flats,443,Mulund West,1 BHK,Sulekha,10900000.0,Sale,Residential,Integrated Spaces Limited,
Mumbai,4106528,05/19/2016,Apartments / Flats,940,Badlapur West,2 BHK,Sulekha,2820000.0,Sale,Residential,Prakruti Group,
Mumbai,4307282,05/09/2016,Apartments / Flats,910,Titwala West,2 BHK,Sulekha,2821000.0,Sale,Residential,Mandakini Realtors,
Mumbai,4288219,05/02/2016,Apartments / Flats,910,Ambernath East,2 BHK,Sulekha,2821000.0,Sale,Residential,Singh Constructions,
Mumbai,4611910,06/13/2016,Apartments / Flats,895,Titwala East,2 BHK,Sulekha,2819000.0,Sale,Residential,Virat Builders,
Mumbai,4614692,06/14/2016,Apartments / Flats,1043,Shahpur,2 BHK,Sulekha,2816000.0,Sale,Residential,Karrm Infrastructure Pvt.Ltd,
Mumbai,4055109,05/10/2016,Apartments / Flats,665,Kalyan West,1 BHK,Sulekha,2826000.0,Sale,Residential,Vastusankalp Developers,
Mumbai,4305235,05/09/2016,Apartments / Flats,780,Bhiwandi,1 BHK,Sulekha,2808000.0,Sale,Residential,Infini Developers,
Mumbai,4287954,05/02/2016,Apartments / Flats,625,Vasai Road East,1 BHK,Sulekha,2813000.0,Sale,Residential,J.B Parikh & Co,
Mumbai,4553735,05/25/2016,Apartments / Flats,610,Nalasopara West,1 BHK,Sulekha,2806000.0,Sale,Residential,Patil Builders,
Mumbai,3493164,05/10/2016,Apartments / Flats,800,Bhiwandi,1 BHK,Sulekha,2800000.0,Sale,Residential,Shree Salasar Developers,
Mumbai,4492677,05/06/2016,Apartments / Flats,645,Kalyan West,1 BHK,Sulekha,2806000.0,Sale,Residential,Raunak Group,
Mumbai,3988635,05/19/2016,Apartments / Flats,720,Raigad,1 BHK,Sulekha,2808000.0,Sale,Residential,Acons Realtors,
Mumbai,4603781,06/10/2016,Apartments / Flats,880,Titwala East,2 BHK,Sulekha,2816000.0,Sale,Residential,Charms Group,
Mumbai,4611917,06/13/2016,Apartments / Flats,700,Ambivali West,1 BHK,Sulekha,2799000.0,Sale,Residential,Virat Builders,
Mumbai,4594547,06/07/2016,Individual Houses,800,Karjat,2 BHK,Sulekha,2800000.0,Sale,Residential,Vijay Laxmi,Golden Edge Paradise
Mumbai,4579794,06/02/2016,Apartments / Flats,365,Mankhurd East,1 BHK,Sulekha,2800000.0,Sale,Residential,Midas Group,
Mumbai,4558410,05/26/2016,Apartments / Flats,650,Virar West,1 BHK,Sulekha,2795000.0,Sale,Residential,NK Parivar Builders and Developers,
Mumbai,4591111,06/06/2016,Apartments / Flats,614,Goregaon West,1 BHK,Sulekha,8289000.0,Sale,Residential,Sahajanand Developers,
Mumbai,4622567,06/15/2016,Apartments / Flats,735,Thane,2 BHK,Sulekha,2793000.0,Sale,Residential,Siddhi Enterprises,
Mumbai,4649301,06/23/2016,Commercial: Office Space,1136,Bhandup West,,Sulekha,12500000.0,Sale,Commercial,Neptune Group,Neptune Codename Smash Hit
Mumbai,4603525,06/10/2016,Apartments / Flats,885,Andheri East,2 BHK,Sulekha,12300000.0,Sale,Residential,Crescent Group of Companies,
Mumbai,4649300,06/23/2016,Commercial: Office Space,809,Bhandup West,,Sulekha,8899000.0,Sale,Commercial,Neptune Group,Neptune Codename Smash Hit
Mumbai,4619398,06/15/2016,Apartments / Flats,1026,Thane,2 BHK,Sulekha,8402000.0,Sale,Residential,Lodha Group,
Mumbai,4611116,06/13/2016,Apartments / Flats,754,Chembur East,1 BHK,Sulekha,9048000.0,Sale,Residential,Hilton Developers Pvt Ltd,
Mumbai,4547947,05/23/2016,Apartments / Flats,384,Borivali West,1 BHK,Sulekha,9024000.0,Sale,Residential,Jasmina Constructions Pvt Ltd,
Mumbai,4573290,05/31/2016,Apartments / Flats,1085,Malad West,2 BHK,Sulekha,9006000.0,Sale,Residential,Drashti Realtors,
Mumbai,4296943,05/06/2016,Apartments / Flats,450,Borivali West,1 BHK,Sulekha,9000000.0,Sale,Residential,Vas infrastructure ltd,
Mumbai,3953353,05/10/2016,Apartments / Flats,3001,Juhu,4 BHK,Sulekha,9003000.0,Sale,Residential,Niraj Kakad Constructions,
Mumbai,4541746,05/20/2016,Apartments / Flats,750,Ghatkopar East,1 BHK,Sulekha,9000000.0,Sale,Residential,Swaroop Group,
Mumbai,3456949,05/10/2016,Apartments / Flats,794,Malad West,2 BHK,Sulekha,9000000.0,Sale,Residential,Dattani Group of Companies,
Mumbai,4631626,06/18/2016,Apartments / Flats,403,Mulund East,1 BHK,Sulekha,9000000.0,Sale,Residential,Abhiraj Developers,
Mumbai,4093936,05/10/2016,Apartments / Flats,690,Malad East,1 BHK,Sulekha,9000000.0,Sale,Residential,Parekh Developers,
Mumbai,4603739,06/10/2016,Apartments / Flats,733,Sahar,1 BHK,Sulekha,8979000.0,Sale,Residential,Raj Corporation,
Mumbai,4611418,06/13/2016,Apartments / Flats,665,Goregaon West,1 BHK,Sulekha,8978000.0,Sale,Residential,Akshay DHR Homes,
Mumbai,4675716,07/01/2016,Apartments / Flats,690,Chembur East,1 BHK,Sulekha,8970000.0,Sale,Residential,Sabari Group,
Mumbai,4661716,06/27/2016,Apartments / Flats,415,Chembur East,1 BHK,Sulekha,8964000.0,Sale,Residential,Safal Group,
Mumbai,3620176,05/10/2016,Apartments / Flats,1065,Thane,2 BHK,Sulekha,8946000.0,Sale,Residential,Bhoomi Group,
Mumbai,3793449,05/10/2016,Apartments / Flats,675,Goregaon East,1 BHK,Sulekha,8944000.0,Sale,Residential,Chandak Group,
Mumbai,3979330,05/10/2016,Apartments / Flats,1070,Kanjurmarg East,2 BHK,Sulekha,8935000.0,Sale,Residential,Jaycee Homes,
Mumbai,4233812,05/10/2016,Villas,2550,Karjat,2 BHK,Sulekha,8925000.0,Sale,Residential,Montag Infrastructure Pvt. Ltd,
Mumbai,3695476,05/10/2016,Apartments / Flats,1100,Bhayander East,2 BHK,Sulekha,8910000.0,Sale,Residential,Ashish Estates & Properties Pvt Ltd,
Mumbai,3749441,05/10/2016,Apartments / Flats,775,Bhandup West,1 BHK,Sulekha,8913000.0,Sale,Residential,Heritage Group,
Mumbai,4614364,06/14/2016,Apartments / Flats,810,Bhandup West,1 BHK,Sulekha,8910000.0,Sale,Residential,Rushi Construction,
Mumbai,4525000,05/13/2016,Apartments / Flats,715,Kanjurmarg East,1 BHK,Sulekha,8887000.0,Sale,Residential,Kamal Joshi Constructions,
Mumbai,4283530,05/02/2016,Apartments / Flats,1017,Thane,2 BHK,Sulekha,8899000.0,Sale,Residential,Dedhia group,
Mumbai,3879043,05/10/2016,Apartments / Flats,1075,Kanjurmarg East,2 BHK,Sulekha,8869000.0,Sale,Residential,Aaditya Realtors,
Mumbai,4614211,06/13/2016,Apartments / Flats,930,Powai,2 BHK,Sulekha,12500000.0,Sale,Residential,Shree Sai Group Of Companies,
Mumbai,4599959,06/09/2016,Apartments / Flats,960,Dahisar East,2 BHK,Sulekha,12500000.0,Sale,Residential,Jayashree Builders and Contractors Pvt Ltd,
Mumbai,3644913,05/10/2016,Apartments / Flats,567,Ghatkopar East,2 BHK,Sulekha,12500000.0,Sale,Residential,Man Infraconstruction Limited,
Mumbai,4615071,06/14/2016,Apartments / Flats,925,Kurla West,2 BHK,Sulekha,12500000.0,Sale,Residential,Dheeraj Realty,
Mumbai,4612328,06/13/2016,Apartments / Flats,874,Tardeo,1 BHK,Sulekha,12500000.0,Sale,Residential,Atul Projects India Ltd,
Mumbai,4612121,06/13/2016,Apartments / Flats,1210,Kandivali West,2 BHK,Sulekha,12400000.0,Sale,Residential,Sethia Infra,
Mumbai,4619758,06/15/2016,Apartments / Flats,864,Thane,1 BHK,Sulekha,12400000.0,Sale,Residential,Dosti Group,
Mumbai,4255798,05/10/2016,Apartments / Flats,1081,Ghatkoparwest,2 BHK,Sulekha,12400000.0,Sale,Residential,Dhanista Group,
Mumbai,3620182,05/10/2016,Apartments / Flats,1140,Thane,2 BHK,Sulekha,9576000.0,Sale,Residential,Bhoomi Group,
Mumbai,4619397,06/15/2016,Apartments / Flats,1170,Thane,3 BHK,Sulekha,9581000.0,Sale,Residential,Lodha Group,
Mumbai,4573376,05/31/2016,Apartments / Flats,811,Kandivali West,2 BHK,Sulekha,9550000.0,Sale,Residential,Mahaveer Construction,
Mumbai,4601158,06/09/2016,Apartments / Flats,1060,Chembur East,2 BHK,Sulekha,9540000.0,Sale,Residential,Grace Group of companies,
